suite,family,adapter,instance,instance_group,planner,heuristic,config,seed,repetition,timeout_s,memory_limit_mb,outcome,solved,valid,wall_time_s,cost,plan_length,makespan,sum_of_costs,expanded,generated,evaluated,peak_rss_mb,error,note,timestamp_utc,harness_version,harness_sha,python_version,platform,cpu_model,cpu_count,hostname,package_versions,schema_version
classical-coverage,classical,jupyddl,dinner/problem,dinner,astar,lmcut,,0,0,20.0,3072,solved,True,True,0.002646935998200206,1,1,,,1,7,7,18.98,,,2026-08-20T20:46:09+00:00,0.1.0,81d9ca15e4c6,3.10.12,Linux 6.8.0-136-generic (x86_64),11th Gen Intel(R) Core(TM) i7-11850H @ 2.50GHz,16,wardn-thinkpad,"{""cuda-planning"": ""not-installed"", ""jupyddl"": ""2.3.0"", ""matplotlib"": ""3.10.9"", ""numpy"": ""2.2.6"", ""openplan-bench"": ""0.1.0"", ""pymapf"": ""0.8.0""}",1
classical-coverage,classical,jupyddl,dinner/problem,dinner,astar,hmax,,0,0,20.0,3072,solved,True,True,0.0022847210020700004,1,1,,,1,7,7,18.98,,,2026-08-20T20:46:09+00:00,0.1.0,81d9ca15e4c6,3.10.12,Linux 6.8.0-136-generic (x86_64),11th Gen Intel(R) Core(TM) i7-11850H @ 2.50GHz,16,wardn-thinkpad,"{""cuda-planning"": ""not-installed"", ""jupyddl"": ""2.3.0"", ""matplotlib"": ""3.10.9"", ""numpy"": ""2.2.6"", ""openplan-bench"": ""0.1.0"", ""pymapf"": ""0.8.0""}",1
classical-coverage,classical,jupyddl,flip/problem,flip,bfs,,,0,0,20.0,3072,solved,True,True,0.0009493710022070445,3,3,,,9,53,0,18.98,,,2026-08-20T20:46:09+00:00,0.1.0,81d9ca15e4c6,3.10.12,Linux 6.8.0-136-generic (x86_64),11th Gen Intel(R) Core(TM) i7-11850H @ 2.50GHz,16,wardn-thinkpad,"{""cuda-planning"": ""not-installed"", ""jupyddl"": ""2.3.0"", ""matplotlib"": ""3.10.9"", ""numpy"": ""2.2.6"", ""openplan-bench"": ""0.1.0"", ""pymapf"": ""0.8.0""}",1
classical-coverage,classical,jupyddl,flip/problem,flip,dijkstra,,,0,0,20.0,3072,solved,True,True,0.001286658996832557,3,3,,,27,162,0,18.98,,,2026-08-20T20:46:09+00:00,0.1.0,81d9ca15e4c6,3.10.12,Linux 6.8.0-136-generic (x86_64),11th Gen Intel(R) Core(TM) i7-11850H @ 2.50GHz,16,wardn-thinkpad,"{""cuda-planning"": ""not-installed"", ""jupyddl"": ""2.3.0"", ""matplotlib"": ""3.10.9"", ""numpy"": ""2.2.6"", ""openplan-bench"": ""0.1.0"", ""pymapf"": ""0.8.0""}",1
classical-coverage,classical,jupyddl,flip/problem,flip,gbfs,hff,,0,0,20.0,3072,solved,True,True,0.0015033679992484394,3,3,,,3,18,16,18.98,,,2026-08-20T20:46:09+00:00,0.1.0,81d9ca15e4c6,3.10.12,Linux 6.8.0-136-generic (x86_64),11th Gen Intel(R) Core(TM) i7-11850H @ 2.50GHz,16,wardn-thinkpad,"{""cuda-planning"": ""not-installed"", ""jupyddl"": ""2.3.0"", ""matplotlib"": ""3.10.9"", ""numpy"": ""2.2.6"", ""openplan-bench"": ""0.1.0"", ""pymapf"": ""0.8.0""}",1
classical-coverage,classical,jupyddl,flip/problem,flip,gbfs,hadd,,0,0,20.0,3072,solved,True,True,0.0015320659986173268,3,3,,,3,18,16,18.98,,,2026-08-20T20:46:09+00:00,0.1.0,81d9ca15e4c6,3.10.12,Linux 6.8.0-136-generic (x86_64),11th Gen Intel(R) Core(TM) i7-11850H @ 2.50GHz,16,wardn-thinkpad,"{""cuda-planning"": ""not-installed"", ""jupyddl"": ""2.3.0"", ""matplotlib"": ""3.10.9"", ""numpy"": ""2.2.6"", ""openplan-bench"": ""0.1.0"", ""pymapf"": ""0.8.0""}",1
classical-coverage,classical,jupyddl,flip/problem,flip,astar,lmcut,,0,0,20.0,3072,solved,True,True,0.008459398999548284,3,3,,,6,36,25,18.98,,,2026-08-20T20:46:09+00:00,0.1.0,81d9ca15e4c6,3.10.12,Linux 6.8.0-136-generic (x86_64),11th Gen Intel(R) Core(TM) i7-11850H @ 2.50GHz,16,wardn-thinkpad,"{""cuda-planning"": ""not-installed"", ""jupyddl"": ""2.3.0"", ""matplotlib"": ""3.10.9"", ""numpy"": ""2.2.6"", ""openplan-bench"": ""0.1.0"", ""pymapf"": ""0.8.0""}",1
classical-coverage,classical,jupyddl,flip/problem,flip,astar,hmax,,0,0,20.0,3072,solved,True,True,0.0022637539987044875,3,3,,,22,132,32,18.98,,,2026-08-20T20:46:09+00:00,0.1.0,81d9ca15e4c6,3.10.12,Linux 6.8.0-136-generic (x86_64),11th Gen Intel(R) Core(TM) i7-11850H @ 2.50GHz,16,wardn-thinkpad,"{""cuda-planning"": ""not-installed"", ""jupyddl"": ""2.3.0"", ""matplotlib"": ""3.10.9"", ""numpy"": ""2.2.6"", ""openplan-bench"": ""0.1.0"", ""pymapf"": ""0.8.0""}",1
classical-coverage,classical,jupyddl,grid/problem,grid,bfs,,,0,0,20.0,3072,error,False,False,0.04352415700122947,,,,,,,,,"UnsupportedFeatureError: nested/numeric term in atom is not supported: ['wall', 'xpos', ['+', 'ypos', '1']]","jupyddl.parser.ast.UnsupportedFeatureError: nested/numeric term in atom is not supported: ['wall', 'xpos', ['+', 'ypos', '1']]",2026-08-20T20:46:09+00:00,0.1.0,81d9ca15e4c6,3.10.12,Linux 6.8.0-136-generic (x86_64),11th Gen Intel(R) Core(TM) i7-11850H @ 2.50GHz,16,wardn-thinkpad,"{""cuda-planning"": ""not-installed"", ""jupyddl"": ""2.3.0"", ""matplotlib"": ""3.10.9"", ""numpy"": ""2.2.6"", ""openplan-bench"": ""0.1.0"", ""pymapf"": ""0.8.0""}",1
classical-coverage,classical,jupyddl,grid/problem,grid,dijkstra,,,0,0,20.0,3072,error,False,False,0.042871666002611164,,,,,,,,,"UnsupportedFeatureError: nested/numeric term in atom is not supported: ['wall', 'xpos', ['+', 'ypos', '1']]","jupyddl.parser.ast.UnsupportedFeatureError: nested/numeric term in atom is not supported: ['wall', 'xpos', ['+', 'ypos', '1']]",2026-08-20T20:46:09+00:00,0.1.0,81d9ca15e4c6,3.10.12,Linux 6.8.0-136-generic (x86_64),11th Gen Intel(R) Core(TM) i7-11850H @ 2.50GHz,16,wardn-thinkpad,"{""cuda-planning"": ""not-installed"", ""jupyddl"": ""2.3.0"", ""matplotlib"": ""3.10.9"", ""numpy"": ""2.2.6"", ""openplan-bench"": ""0.1.0"", ""pymapf"": ""0.8.0""}",1
classical-coverage,classical,jupyddl,grid/problem,grid,gbfs,hff,,0,0,20.0,3072,error,False,False,0.052698602001328254,,,,,,,,,"UnsupportedFeatureError: nested/numeric term in atom is not supported: ['wall', 'xpos', ['+', 'ypos', '1']]","jupyddl.parser.ast.UnsupportedFeatureError: nested/numeric term in atom is not supported: ['wall', 'xpos', ['+', 'ypos', '1']]",2026-08-20T20:46:09+00:00,0.1.0,81d9ca15e4c6,3.10.12,Linux 6.8.0-136-generic (x86_64),11th Gen Intel(R) Core(TM) i7-11850H @ 2.50GHz,16,wardn-thinkpad,"{""cuda-planning"": ""not-installed"", ""jupyddl"": ""2.3.0"", ""matplotlib"": ""3.10.9"", ""numpy"": ""2.2.6"", ""openplan-bench"": ""0.1.0"", ""pymapf"": ""0.8.0""}",1
classical-coverage,classical,jupyddl,grid/problem,grid,gbfs,hadd,,0,0,20.0,3072,error,False,False,0.04295103800177458,,,,,,,,,"UnsupportedFeatureError: nested/numeric term in atom is not supported: ['wall', 'xpos', ['+', 'ypos', '1']]","jupyddl.parser.ast.UnsupportedFeatureError: nested/numeric term in atom is not supported: ['wall', 'xpos', ['+', 'ypos', '1']]",2026-08-20T20:46:09+00:00,0.1.0,81d9ca15e4c6,3.10.12,Linux 6.8.0-136-generic (x86_64),11th Gen Intel(R) Core(TM) i7-11850H @ 2.50GHz,16,wardn-thinkpad,"{""cuda-planning"": ""not-installed"", ""jupyddl"": ""2.3.0"", ""matplotlib"": ""3.10.9"", ""numpy"": ""2.2.6"", ""openplan-bench"": ""0.1.0"", ""pymapf"": ""0.8.0""}",1
classical-coverage,classical,jupyddl,grid/problem,grid,astar,lmcut,,0,0,20.0,3072,error,False,False,0.04332797499955632,,,,,,,,,"UnsupportedFeatureError: nested/numeric term in atom is not supported: ['wall', 'xpos', ['+', 'ypos', '1']]","jupyddl.parser.ast.UnsupportedFeatureError: nested/numeric term in atom is not supported: ['wall', 'xpos', ['+', 'ypos', '1']]",2026-08-20T20:46:09+00:00,0.1.0,81d9ca15e4c6,3.10.12,Linux 6.8.0-136-generic (x86_64),11th Gen Intel(R) Core(TM) i7-11850H @ 2.50GHz,16,wardn-thinkpad,"{""cuda-planning"": ""not-installed"", ""jupyddl"": ""2.3.0"", ""matplotlib"": ""3.10.9"", ""numpy"": ""2.2.6"", ""openplan-bench"": ""0.1.0"", ""pymapf"": ""0.8.0""}",1
classical-coverage,classical,jupyddl,grid/problem,grid,astar,hmax,,0,0,20.0,3072,error,False,False,0.04524012099864194,,,,,,,,,"UnsupportedFeatureError: nested/numeric term in atom is not supported: ['wall', 'xpos', ['+', 'ypos', '1']]","jupyddl.parser.ast.UnsupportedFeatureError: nested/numeric term in atom is not supported: ['wall', 'xpos', ['+', 'ypos', '1']]",2026-08-20T20:46:09+00:00,0.1.0,81d9ca15e4c6,3.10.12,Linux 6.8.0-136-generic (x86_64),11th Gen Intel(R) Core(TM) i7-11850H @ 2.50GHz,16,wardn-thinkpad,"{""cuda-planning"": ""not-installed"", ""jupyddl"": ""2.3.0"", ""matplotlib"": ""3.10.9"", ""numpy"": ""2.2.6"", ""openplan-bench"": ""0.1.0"", ""pymapf"": ""0.8.0""}",1
classical-coverage,classical,jupyddl,pallet/problem,pallet,bfs,,,0,0,20.0,3072,solved,True,True,0.001875033998658182,12,12,,,124,298,0,18.98,,,2026-08-20T20:46:09+00:00,0.1.0,81d9ca15e4c6,3.10.12,Linux 6.8.0-136-generic (x86_64),11th Gen Intel(R) Core(TM) i7-11850H @ 2.50GHz,16,wardn-thinkpad,"{""cuda-planning"": ""not-installed"", ""jupyddl"": ""2.3.0"", ""matplotlib"": ""3.10.9"", ""numpy"": ""2.2.6"", ""openplan-bench"": ""0.1.0"", ""pymapf"": ""0.8.0""}",1
classical-coverage,classical,jupyddl,pallet/problem,pallet,dijkstra,,,0,0,20.0,3072,solved,True,True,0.0019392600006540306,12,12,,,127,304,0,18.98,,,2026-08-20T20:46:09+00:00,0.1.0,81d9ca15e4c6,3.10.12,Linux 6.8.0-136-generic (x86_64),11th Gen Intel(R) Core(TM) i7-11850H @ 2.50GHz,16,wardn-thinkpad,"{""cuda-planning"": ""not-installed"", ""jupyddl"": ""2.3.0"", ""matplotlib"": ""3.10.9"", ""numpy"": ""2.2.6"", ""openplan-bench"": ""0.1.0"", ""pymapf"": ""0.8.0""}",1
classical-coverage,classical,jupyddl,pallet/problem,pallet,gbfs,hff,,0,0,20.0,3072,solved,True,True,0.0017093690003093798,12,12,,,12,33,25,18.98,,,2026-08-20T20:46:09+00:00,0.1.0,81d9ca15e4c6,3.10.12,Linux 6.8.0-136-generic (x86_64),11th Gen Intel(R) Core(TM) i7-11850H @ 2.50GHz,16,wardn-thinkpad,"{""cuda-planning"": ""not-installed"", ""jupyddl"": ""2.3.0"", ""matplotlib"": ""3.10.9"", ""numpy"": ""2.2.6"", ""openplan-bench"": ""0.1.0"", ""pymapf"": ""0.8.0""}",1
classical-coverage,classical,jupyddl,pallet/problem,pallet,gbfs,hadd,,0,0,20.0,3072,solved,True,True,0.0015487739983655047,12,12,,,12,32,22,18.98,,,2026-08-20T20:46:09+00:00,0.1.0,81d9ca15e4c6,3.10.12,Linux 6.8.0-136-generic (x86_64),11th Gen Intel(R) Core(TM) i7-11850H @ 2.50GHz,16,wardn-thinkpad,"{""cuda-planning"": ""not-installed"", ""jupyddl"": ""2.3.0"", ""matplotlib"": ""3.10.9"", ""numpy"": ""2.2.6"", ""openplan-bench"": ""0.1.0"", ""pymapf"": ""0.8.0""}",1
classical-coverage,classical,jupyddl,pallet/problem,pallet,astar,lmcut,,0,0,20.0,3072,solved,True,True,0.03324247499767807,12,12,,,127,304,128,18.98,,,2026-08-20T20:46:09+00:00,0.1.0,81d9ca15e4c6,3.10.12,Linux 6.8.0-136-generic (x86_64),11th Gen Intel(R) Core(TM) i7-11850H @ 2.50GHz,16,wardn-thinkpad,"{""cuda-planning"": ""not-installed"", ""jupyddl"": ""2.3.0"", ""matplotlib"": ""3.10.9"", ""numpy"": ""2.2.6"", ""openplan-bench"": ""0.1.0"", ""pymapf"": ""0.8.0""}",1
classical-coverage,classical,jupyddl,pallet/problem,pallet,astar,hmax,,0,0,20.0,3072,solved,True,True,0.0045007939988863654,12,12,,,127,304,128,18.98,,,2026-08-20T20:46:09+00:00,0.1.0,81d9ca15e4c6,3.10.12,Linux 6.8.0-136-generic (x86_64),11th Gen Intel(R) Core(TM) i7-11850H @ 2.50GHz,16,wardn-thinkpad,"{""cuda-planning"": ""not-installed"", ""jupyddl"": ""2.3.0"", ""matplotlib"": ""3.10.9"", ""numpy"": ""2.2.6"", ""openplan-bench"": ""0.1.0"", ""pymapf"": ""0.8.0""}",1
classical-coverage,classical,jupyddl,switch/problem,switch,bfs,,,0,0,20.0,3072,solved,True,True,0.0023301780020119622,3,3,,,4,7,0,18.98,,,2026-08-20T20:46:09+00:00,0.1.0,81d9ca15e4c6,3.10.12,Linux 6.8.0-136-generic (x86_64),11th Gen Intel(R) Core(TM) i7-11850H @ 2.50GHz,16,wardn-thinkpad,"{""cuda-planning"": ""not-installed"", ""jupyddl"": ""2.3.0"", ""matplotlib"": ""3.10.9"", ""numpy"": ""2.2.6"", ""openplan-bench"": ""0.1.0"", ""pymapf"": ""0.8.0""}",1
classical-coverage,classical,jupyddl,switch/problem,switch,dijkstra,,,0,0,20.0,3072,solved,True,True,0.0024170640026568435,3,3,,,5,10,0,18.98,,,2026-08-20T20:46:09+00:00,0.1.0,81d9ca15e4c6,3.10.12,Linux 6.8.0-136-generic (x86_64),11th Gen Intel(R) Core(TM) i7-11850H @ 2.50GHz,16,wardn-thinkpad,"{""cuda-planning"": ""not-installed"", ""jupyddl"": ""2.3.0"", ""matplotlib"": ""3.10.9"", ""numpy"": ""2.2.6"", ""openplan-bench"": ""0.1.0"", ""pymapf"": ""0.8.0""}",1
classical-coverage,classical,jupyddl,switch/problem,switch,gbfs,hff,,0,0,20.0,3072,solved,True,True,0.002812574999552453,3,3,,,3,6,5,18.98,,,2026-08-20T20:46:09+00:00,0.1.0,81d9ca15e4c6,3.10.12,Linux 6.8.0-136-generic (x86_64),11th Gen Intel(R) Core(TM) i7-11850H @ 2.50GHz,16,wardn-thinkpad,"{""cuda-planning"": ""not-installed"", ""jupyddl"": ""2.3.0"", ""matplotlib"": ""3.10.9"", ""numpy"": ""2.2.6"", ""openplan-bench"": ""0.1.0"", ""pymapf"": ""0.8.0""}",1
classical-coverage,classical,jupyddl,switch/problem,switch,gbfs,hadd,,0,0,20.0,3072,solved,True,True,0.002685709001525538,3,3,,,3,6,5,18.98,,,2026-08-20T20:46:09+00:00,0.1.0,81d9ca15e4c6,3.10.12,Linux 6.8.0-136-generic (x86_64),11th Gen Intel(R) Core(TM) i7-11850H @ 2.50GHz,16,wardn-thinkpad,"{""cuda-planning"": ""not-installed"", ""jupyddl"": ""2.3.0"", ""matplotlib"": ""3.10.9"", ""numpy"": ""2.2.6"", ""openplan-bench"": ""0.1.0"", ""pymapf"": ""0.8.0""}",1
classical-coverage,classical,jupyddl,switch/problem,switch,astar,lmcut,,0,0,20.0,3072,solved,True,True,0.003654206000646809,3,3,,,5,10,6,18.98,,,2026-08-20T20:46:09+00:00,0.1.0,81d9ca15e4c6,3.10.12,Linux 6.8.0-136-generic (x86_64),11th Gen Intel(R) Core(TM) i7-11850H @ 2.50GHz,16,wardn-thinkpad,"{""cuda-planning"": ""not-installed"", ""jupyddl"": ""2.3.0"", ""matplotlib"": ""3.10.9"", ""numpy"": ""2.2.6"", ""openplan-bench"": ""0.1.0"", ""pymapf"": ""0.8.0""}",1
classical-coverage,classical,jupyddl,switch/problem,switch,astar,hmax,,0,0,20.0,3072,solved,True,True,0.002886655001930194,3,3,,,5,10,6,18.98,,,2026-08-20T20:46:09+00:00,0.1.0,81d9ca15e4c6,3.10.12,Linux 6.8.0-136-generic (x86_64),11th Gen Intel(R) Core(TM) i7-11850H @ 2.50GHz,16,wardn-thinkpad,"{""cuda-planning"": ""not-installed"", ""jupyddl"": ""2.3.0"", ""matplotlib"": ""3.10.9"", ""numpy"": ""2.2.6"", ""openplan-bench"": ""0.1.0"", ""pymapf"": ""0.8.0""}",1
classical-coverage,classical,jupyddl,tsp/problem,tsp,bfs,,,0,0,20.0,3072,solved,True,True,0.0010095750003529247,15.0,5,,,18,25,0,18.98,,,2026-08-20T20:46:09+00:00,0.1.0,81d9ca15e4c6,3.10.12,Linux 6.8.0-136-generic (x86_64),11th Gen Intel(R) Core(TM) i7-11850H @ 2.50GHz,16,wardn-thinkpad,"{""cuda-planning"": ""not-installed"", ""jupyddl"": ""2.3.0"", ""matplotlib"": ""3.10.9"", ""numpy"": ""2.2.6"", ""openplan-bench"": ""0.1.0"", ""pymapf"": ""0.8.0""}",1
classical-coverage,classical,jupyddl,tsp/problem,tsp,dijkstra,,,0,0,20.0,3072,solved,True,True,0.001045136999891838,15.0,5,,,24,28,0,18.98,,,2026-08-20T20:46:09+00:00,0.1.0,81d9ca15e4c6,3.10.12,Linux 6.8.0-136-generic (x86_64),11th Gen Intel(R) Core(TM) i7-11850H @ 2.50GHz,16,wardn-thinkpad,"{""cuda-planning"": ""not-installed"", ""jupyddl"": ""2.3.0"", ""matplotlib"": ""3.10.9"", ""numpy"": ""2.2.6"", ""openplan-bench"": ""0.1.0"", ""pymapf"": ""0.8.0""}",1
classical-coverage,classical,jupyddl,tsp/problem,tsp,gbfs,hff,,0,0,20.0,3072,solved,True,True,0.0011004039988620207,15.0,5,,,5,9,10,18.98,,,2026-08-20T20:46:09+00:00,0.1.0,81d9ca15e4c6,3.10.12,Linux 6.8.0-136-generic (x86_64),11th Gen Intel(R) Core(TM) i7-11850H @ 2.50GHz,16,wardn-thinkpad,"{""cuda-planning"": ""not-installed"", ""jupyddl"": ""2.3.0"", ""matplotlib"": ""3.10.9"", ""numpy"": ""2.2.6"", ""openplan-bench"": ""0.1.0"", ""pymapf"": ""0.8.0""}",1
classical-coverage,classical,jupyddl,tsp/problem,tsp,gbfs,hadd,,0,0,20.0,3072,solved,True,True,0.001167988000815967,15.0,5,,,9,18,19,18.98,,,2026-08-20T20:46:09+00:00,0.1.0,81d9ca15e4c6,3.10.12,Linux 6.8.0-136-generic (x86_64),11th Gen Intel(R) Core(TM) i7-11850H @ 2.50GHz,16,wardn-thinkpad,"{""cuda-planning"": ""not-installed"", ""jupyddl"": ""2.3.0"", ""matplotlib"": ""3.10.9"", ""numpy"": ""2.2.6"", ""openplan-bench"": ""0.1.0"", ""pymapf"": ""0.8.0""}",1
classical-coverage,classical,jupyddl,tsp/problem,tsp,astar,lmcut,,0,0,20.0,3072,solved,True,True,0.0020136470011493657,15.0,5,,,12,21,22,18.98,,,2026-08-20T20:46:09+00:00,0.1.0,81d9ca15e4c6,3.10.12,Linux 6.8.0-136-generic (x86_64),11th Gen Intel(R) Core(TM) i7-11850H @ 2.50GHz,16,wardn-thinkpad,"{""cuda-planning"": ""not-installed"", ""jupyddl"": ""2.3.0"", ""matplotlib"": ""3.10.9"", ""numpy"": ""2.2.6"", ""openplan-bench"": ""0.1.0"", ""pymapf"": ""0.8.0""}",1
classical-coverage,classical,jupyddl,tsp/problem,tsp,astar,hmax,,0,0,20.0,3072,solved,True,True,0.0012319439993007109,15.0,5,,,12,21,22,18.98,,,2026-08-20T20:46:09+00:00,0.1.0,81d9ca15e4c6,3.10.12,Linux 6.8.0-136-generic (x86_64),11th Gen Intel(R) Core(TM) i7-11850H @ 2.50GHz,16,wardn-thinkpad,"{""cuda-planning"": ""not-installed"", ""jupyddl"": ""2.3.0"", ""matplotlib"": ""3.10.9"", ""numpy"": ""2.2.6"", ""openplan-bench"": ""0.1.0"", ""pymapf"": ""0.8.0""}",1
classical-coverage,classical,jupyddl,vehicle/problem,vehicle,bfs,,,0,0,20.0,3072,unsolved,False,False,0.006394593001459725,,,,,3,2,0,18.98,,search space exhausted without finding a plan,2026-08-20T20:46:09+00:00,0.1.0,81d9ca15e4c6,3.10.12,Linux 6.8.0-136-generic (x86_64),11th Gen Intel(R) Core(TM) i7-11850H @ 2.50GHz,16,wardn-thinkpad,"{""cuda-planning"": ""not-installed"", ""jupyddl"": ""2.3.0"", ""matplotlib"": ""3.10.9"", ""numpy"": ""2.2.6"", ""openplan-bench"": ""0.1.0"", ""pymapf"": ""0.8.0""}",1
