suite,family,adapter,instance,instance_group,planner,heuristic,variant,config,seed,repetition,timeout_s,memory_limit_mb,outcome,solved,valid,wall_time_s,cost,plan_length,makespan,sum_of_costs,expanded,generated,evaluated,peak_rss_mb,error,note,timestamp_utc,harness_version,harness_sha,python_version,platform,cpu_model,cpu_count,hostname,package_versions,schema_version
ci-weekly,classical,jupyddl,switch/problem,switch,astar,lmcut,,,0,0,15.0,2048,solved,True,True,0.0048186829999963265,3,3,,,5,10,6,21.34,,,2026-08-20T22:21:18+00:00,0.1.0,d2a32a74ad18,3.12.14,Linux 6.17.0-1022-azure (x86_64),AMD EPYC 7763 64-Core Processor,4,runnervm76f27,"{""cuda-planning"": ""not-installed"", ""jupyddl"": ""2.3.0"", ""matplotlib"": ""3.11.1"", ""numpy"": ""2.5.2"", ""openplan-bench"": ""0.1.0"", ""pymapf"": ""0.8.0""}",2
ci-weekly,classical,jupyddl,switch/problem,switch,astar,hmax,,,0,0,15.0,2048,solved,True,True,0.003666219999999498,3,3,,,5,10,6,21.34,,,2026-08-20T22:21:18+00:00,0.1.0,d2a32a74ad18,3.12.14,Linux 6.17.0-1022-azure (x86_64),AMD EPYC 7763 64-Core Processor,4,runnervm76f27,"{""cuda-planning"": ""not-installed"", ""jupyddl"": ""2.3.0"", ""matplotlib"": ""3.11.1"", ""numpy"": ""2.5.2"", ""openplan-bench"": ""0.1.0"", ""pymapf"": ""0.8.0""}",2
ci-weekly,classical,jupyddl,tsp/problem,tsp,bfs,,,,0,0,15.0,2048,solved,True,True,0.0016106890000031626,15.0,5,,,18,25,0,21.34,,,2026-08-20T22:21:18+00:00,0.1.0,d2a32a74ad18,3.12.14,Linux 6.17.0-1022-azure (x86_64),AMD EPYC 7763 64-Core Processor,4,runnervm76f27,"{""cuda-planning"": ""not-installed"", ""jupyddl"": ""2.3.0"", ""matplotlib"": ""3.11.1"", ""numpy"": ""2.5.2"", ""openplan-bench"": ""0.1.0"", ""pymapf"": ""0.8.0""}",2
ci-weekly,classical,jupyddl,tsp/problem,tsp,gbfs,hff,,,0,0,15.0,2048,solved,True,True,0.001716246999997395,15.0,5,,,5,9,10,21.34,,,2026-08-20T22:21:18+00:00,0.1.0,d2a32a74ad18,3.12.14,Linux 6.17.0-1022-azure (x86_64),AMD EPYC 7763 64-Core Processor,4,runnervm76f27,"{""cuda-planning"": ""not-installed"", ""jupyddl"": ""2.3.0"", ""matplotlib"": ""3.11.1"", ""numpy"": ""2.5.2"", ""openplan-bench"": ""0.1.0"", ""pymapf"": ""0.8.0""}",2
ci-weekly,classical,jupyddl,tsp/problem,tsp,astar,lmcut,,,0,0,15.0,2048,solved,True,True,0.0029920300000014777,15.0,5,,,12,21,22,21.34,,,2026-08-20T22:21:18+00:00,0.1.0,d2a32a74ad18,3.12.14,Linux 6.17.0-1022-azure (x86_64),AMD EPYC 7763 64-Core Processor,4,runnervm76f27,"{""cuda-planning"": ""not-installed"", ""jupyddl"": ""2.3.0"", ""matplotlib"": ""3.11.1"", ""numpy"": ""2.5.2"", ""openplan-bench"": ""0.1.0"", ""pymapf"": ""0.8.0""}",2
ci-weekly,classical,jupyddl,tsp/problem,tsp,astar,hmax,,,0,0,15.0,2048,solved,True,True,0.0019340840000054982,15.0,5,,,12,21,22,21.34,,,2026-08-20T22:21:18+00:00,0.1.0,d2a32a74ad18,3.12.14,Linux 6.17.0-1022-azure (x86_64),AMD EPYC 7763 64-Core Processor,4,runnervm76f27,"{""cuda-planning"": ""not-installed"", ""jupyddl"": ""2.3.0"", ""matplotlib"": ""3.11.1"", ""numpy"": ""2.5.2"", ""openplan-bench"": ""0.1.0"", ""pymapf"": ""0.8.0""}",2
ci-weekly,classical,jupyddl,miconic/s1-0,miconic,bfs,,,,0,0,15.0,2048,solved,True,True,0.001702129999998192,4,4,,,4,6,0,21.34,,,2026-08-20T22:21:18+00:00,0.1.0,d2a32a74ad18,3.12.14,Linux 6.17.0-1022-azure (x86_64),AMD EPYC 7763 64-Core Processor,4,runnervm76f27,"{""cuda-planning"": ""not-installed"", ""jupyddl"": ""2.3.0"", ""matplotlib"": ""3.11.1"", ""numpy"": ""2.5.2"", ""openplan-bench"": ""0.1.0"", ""pymapf"": ""0.8.0""}",2
ci-weekly,classical,jupyddl,miconic/s1-0,miconic,gbfs,hff,,,0,0,15.0,2048,solved,True,True,0.001815742000005116,4,4,,,4,7,5,21.34,,,2026-08-20T22:21:18+00:00,0.1.0,d2a32a74ad18,3.12.14,Linux 6.17.0-1022-azure (x86_64),AMD EPYC 7763 64-Core Processor,4,runnervm76f27,"{""cuda-planning"": ""not-installed"", ""jupyddl"": ""2.3.0"", ""matplotlib"": ""3.11.1"", ""numpy"": ""2.5.2"", ""openplan-bench"": ""0.1.0"", ""pymapf"": ""0.8.0""}",2
ci-weekly,classical,jupyddl,miconic/s1-0,miconic,astar,lmcut,,,0,0,15.0,2048,solved,True,True,0.0024167449999978885,4,4,,,4,7,5,21.34,,,2026-08-20T22:21:18+00:00,0.1.0,d2a32a74ad18,3.12.14,Linux 6.17.0-1022-azure (x86_64),AMD EPYC 7763 64-Core Processor,4,runnervm76f27,"{""cuda-planning"": ""not-installed"", ""jupyddl"": ""2.3.0"", ""matplotlib"": ""3.11.1"", ""numpy"": ""2.5.2"", ""openplan-bench"": ""0.1.0"", ""pymapf"": ""0.8.0""}",2
ci-weekly,classical,jupyddl,miconic/s1-0,miconic,astar,hmax,,,0,0,15.0,2048,solved,True,True,0.0017788029999934452,4,4,,,4,7,5,21.34,,,2026-08-20T22:21:18+00:00,0.1.0,d2a32a74ad18,3.12.14,Linux 6.17.0-1022-azure (x86_64),AMD EPYC 7763 64-Core Processor,4,runnervm76f27,"{""cuda-planning"": ""not-installed"", ""jupyddl"": ""2.3.0"", ""matplotlib"": ""3.11.1"", ""numpy"": ""2.5.2"", ""openplan-bench"": ""0.1.0"", ""pymapf"": ""0.8.0""}",2
ci-weekly,classical,jupyddl,miconic/s1-1,miconic,bfs,,,,0,0,15.0,2048,solved,True,True,0.0016777250000004074,3,3,,,4,6,0,21.34,,,2026-08-20T22:21:18+00:00,0.1.0,d2a32a74ad18,3.12.14,Linux 6.17.0-1022-azure (x86_64),AMD EPYC 7763 64-Core Processor,4,runnervm76f27,"{""cuda-planning"": ""not-installed"", ""jupyddl"": ""2.3.0"", ""matplotlib"": ""3.11.1"", ""numpy"": ""2.5.2"", ""openplan-bench"": ""0.1.0"", ""pymapf"": ""0.8.0""}",2
ci-weekly,classical,jupyddl,miconic/s1-1,miconic,gbfs,hff,,,0,0,15.0,2048,solved,True,True,0.0018293270000029338,3,3,,,3,6,5,21.34,,,2026-08-20T22:21:18+00:00,0.1.0,d2a32a74ad18,3.12.14,Linux 6.17.0-1022-azure (x86_64),AMD EPYC 7763 64-Core Processor,4,runnervm76f27,"{""cuda-planning"": ""not-installed"", ""jupyddl"": ""2.3.0"", ""matplotlib"": ""3.11.1"", ""numpy"": ""2.5.2"", ""openplan-bench"": ""0.1.0"", ""pymapf"": ""0.8.0""}",2
ci-weekly,classical,jupyddl,miconic/s1-1,miconic,astar,lmcut,,,0,0,15.0,2048,solved,True,True,0.0019342040000012162,3,3,,,3,6,5,21.34,,,2026-08-20T22:21:18+00:00,0.1.0,d2a32a74ad18,3.12.14,Linux 6.17.0-1022-azure (x86_64),AMD EPYC 7763 64-Core Processor,4,runnervm76f27,"{""cuda-planning"": ""not-installed"", ""jupyddl"": ""2.3.0"", ""matplotlib"": ""3.11.1"", ""numpy"": ""2.5.2"", ""openplan-bench"": ""0.1.0"", ""pymapf"": ""0.8.0""}",2
ci-weekly,classical,jupyddl,miconic/s1-1,miconic,astar,hmax,,,0,0,15.0,2048,solved,True,True,0.0017623629999974355,3,3,,,3,6,5,21.34,,,2026-08-20T22:21:18+00:00,0.1.0,d2a32a74ad18,3.12.14,Linux 6.17.0-1022-azure (x86_64),AMD EPYC 7763 64-Core Processor,4,runnervm76f27,"{""cuda-planning"": ""not-installed"", ""jupyddl"": ""2.3.0"", ""matplotlib"": ""3.11.1"", ""numpy"": ""2.5.2"", ""openplan-bench"": ""0.1.0"", ""pymapf"": ""0.8.0""}",2
ci-weekly,classical,jupyddl,miconic/s10-0,miconic,bfs,,,,0,0,15.0,2048,timeout,False,False,15.178899826000006,,,,,150084,2956191,0,149.1,,planner stopped on its internal time limit,2026-08-20T22:21:18+00:00,0.1.0,d2a32a74ad18,3.12.14,Linux 6.17.0-1022-azure (x86_64),AMD EPYC 7763 64-Core Processor,4,runnervm76f27,"{""cuda-planning"": ""not-installed"", ""jupyddl"": ""2.3.0"", ""matplotlib"": ""3.11.1"", ""numpy"": ""2.5.2"", ""openplan-bench"": ""0.1.0"", ""pymapf"": ""0.8.0""}",2
ci-weekly,classical,jupyddl,miconic/s10-0,miconic,gbfs,hff,,,0,0,15.0,2048,solved,True,True,0.21772587899999962,35,35,,,43,864,414,23.68,,,2026-08-20T22:21:18+00:00,0.1.0,d2a32a74ad18,3.12.14,Linux 6.17.0-1022-azure (x86_64),AMD EPYC 7763 64-Core Processor,4,runnervm76f27,"{""cuda-planning"": ""not-installed"", ""jupyddl"": ""2.3.0"", ""matplotlib"": ""3.11.1"", ""numpy"": ""2.5.2"", ""openplan-bench"": ""0.1.0"", ""pymapf"": ""0.8.0""}",2
ci-weekly,classical,jupyddl,miconic/s10-0,miconic,astar,lmcut,,,0,0,15.0,2048,timeout,False,False,15.313182054999999,,,,,113,2255,764,23.64,,planner stopped on its internal time limit,2026-08-20T22:21:18+00:00,0.1.0,d2a32a74ad18,3.12.14,Linux 6.17.0-1022-azure (x86_64),AMD EPYC 7763 64-Core Processor,4,runnervm76f27,"{""cuda-planning"": ""not-installed"", ""jupyddl"": ""2.3.0"", ""matplotlib"": ""3.11.1"", ""numpy"": ""2.5.2"", ""openplan-bench"": ""0.1.0"", ""pymapf"": ""0.8.0""}",2
ci-weekly,classical,jupyddl,miconic/s10-0,miconic,astar,hmax,,,0,0,15.0,2048,timeout,False,False,15.120017781000001,,,,,24148,475174,44194,44.54,,planner stopped on its internal time limit,2026-08-20T22:21:18+00:00,0.1.0,d2a32a74ad18,3.12.14,Linux 6.17.0-1022-azure (x86_64),AMD EPYC 7763 64-Core Processor,4,runnervm76f27,"{""cuda-planning"": ""not-installed"", ""jupyddl"": ""2.3.0"", ""matplotlib"": ""3.11.1"", ""numpy"": ""2.5.2"", ""openplan-bench"": ""0.1.0"", ""pymapf"": ""0.8.0""}",2
ci-weekly,classical,jupyddl,miconic/s11-0,miconic,bfs,,,,0,0,15.0,2048,timeout,False,False,15.183619680000007,,,,,131079,2840585,0,132.71,,planner stopped on its internal time limit,2026-08-20T22:21:18+00:00,0.1.0,d2a32a74ad18,3.12.14,Linux 6.17.0-1022-azure (x86_64),AMD EPYC 7763 64-Core Processor,4,runnervm76f27,"{""cuda-planning"": ""not-installed"", ""jupyddl"": ""2.3.0"", ""matplotlib"": ""3.11.1"", ""numpy"": ""2.5.2"", ""openplan-bench"": ""0.1.0"", ""pymapf"": ""0.8.0""}",2
ci-weekly,classical,jupyddl,miconic/s11-0,miconic,gbfs,hff,,,0,0,15.0,2048,solved,True,True,0.2875944449999963,39,39,,,46,1015,496,25.49,,,2026-08-20T22:21:18+00:00,0.1.0,d2a32a74ad18,3.12.14,Linux 6.17.0-1022-azure (x86_64),AMD EPYC 7763 64-Core Processor,4,runnervm76f27,"{""cuda-planning"": ""not-installed"", ""jupyddl"": ""2.3.0"", ""matplotlib"": ""3.11.1"", ""numpy"": ""2.5.2"", ""openplan-bench"": ""0.1.0"", ""pymapf"": ""0.8.0""}",2
ci-weekly,classical,jupyddl,miconic/s11-0,miconic,astar,lmcut,,,0,0,15.0,2048,timeout,False,False,15.549721860000005,,,,,66,1446,539,25.39,,planner stopped on its internal time limit,2026-08-20T22:21:18+00:00,0.1.0,d2a32a74ad18,3.12.14,Linux 6.17.0-1022-azure (x86_64),AMD EPYC 7763 64-Core Processor,4,runnervm76f27,"{""cuda-planning"": ""not-installed"", ""jupyddl"": ""2.3.0"", ""matplotlib"": ""3.11.1"", ""numpy"": ""2.5.2"", ""openplan-bench"": ""0.1.0"", ""pymapf"": ""0.8.0""}",2
ci-weekly,classical,jupyddl,miconic/s11-0,miconic,astar,hmax,,,0,0,15.0,2048,timeout,False,False,15.147150898000007,,,,,18589,402745,36992,35.68,,planner stopped on its internal time limit,2026-08-20T22:21:18+00:00,0.1.0,d2a32a74ad18,3.12.14,Linux 6.17.0-1022-azure (x86_64),AMD EPYC 7763 64-Core Processor,4,runnervm76f27,"{""cuda-planning"": ""not-installed"", ""jupyddl"": ""2.3.0"", ""matplotlib"": ""3.11.1"", ""numpy"": ""2.5.2"", ""openplan-bench"": ""0.1.0"", ""pymapf"": ""0.8.0""}",2
ci-weekly,mapf,pymapf,random_obstacles/16x16/n4/d0.15,random_obstacles/d0.15,cbs,,,,0,0,15.0,2048,solved,True,True,0.0019497989999877063,60.0,,21,60,1,,,21.71,,,2026-08-20T22:21:18+00:00,0.1.0,d2a32a74ad18,3.12.14,Linux 6.17.0-1022-azure (x86_64),AMD EPYC 7763 64-Core Processor,4,runnervm76f27,"{""cuda-planning"": ""not-installed"", ""jupyddl"": ""2.3.0"", ""matplotlib"": ""3.11.1"", ""numpy"": ""2.5.2"", ""openplan-bench"": ""0.1.0"", ""pymapf"": ""0.8.0""}",2
ci-weekly,mapf,pymapf,random_obstacles/16x16/n4/d0.15,random_obstacles/d0.15,cbs,,,,1,0,15.0,2048,solved,True,True,0.0009451239999975769,38.0,,12,38,1,,,21.71,,,2026-08-20T22:21:18+00:00,0.1.0,d2a32a74ad18,3.12.14,Linux 6.17.0-1022-azure (x86_64),AMD EPYC 7763 64-Core Processor,4,runnervm76f27,"{""cuda-planning"": ""not-installed"", ""jupyddl"": ""2.3.0"", ""matplotlib"": ""3.11.1"", ""numpy"": ""2.5.2"", ""openplan-bench"": ""0.1.0"", ""pymapf"": ""0.8.0""}",2
ci-weekly,mapf,pymapf,random_obstacles/16x16/n4/d0.15,random_obstacles/d0.15,cbs,,,,2,0,15.0,2048,solved,True,True,0.0009948470000153975,42.0,,15,42,1,,,21.71,,,2026-08-20T22:21:18+00:00,0.1.0,d2a32a74ad18,3.12.14,Linux 6.17.0-1022-azure (x86_64),AMD EPYC 7763 64-Core Processor,4,runnervm76f27,"{""cuda-planning"": ""not-installed"", ""jupyddl"": ""2.3.0"", ""matplotlib"": ""3.11.1"", ""numpy"": ""2.5.2"", ""openplan-bench"": ""0.1.0"", ""pymapf"": ""0.8.0""}",2
ci-weekly,mapf,pymapf,random_obstacles/16x16/n4/d0.15,random_obstacles/d0.15,prioritized,,,,0,0,15.0,2048,solved,True,True,0.002209633000006761,60.0,,21,60,4,,,21.71,,,2026-08-20T22:21:18+00:00,0.1.0,d2a32a74ad18,3.12.14,Linux 6.17.0-1022-azure (x86_64),AMD EPYC 7763 64-Core Processor,4,runnervm76f27,"{""cuda-planning"": ""not-installed"", ""jupyddl"": ""2.3.0"", ""matplotlib"": ""3.11.1"", ""numpy"": ""2.5.2"", ""openplan-bench"": ""0.1.0"", ""pymapf"": ""0.8.0""}",2
ci-weekly,mapf,pymapf,random_obstacles/16x16/n4/d0.15,random_obstacles/d0.15,prioritized,,,,1,0,15.0,2048,solved,True,True,0.0013338889999943149,38.0,,12,38,4,,,21.71,,,2026-08-20T22:21:18+00:00,0.1.0,d2a32a74ad18,3.12.14,Linux 6.17.0-1022-azure (x86_64),AMD EPYC 7763 64-Core Processor,4,runnervm76f27,"{""cuda-planning"": ""not-installed"", ""jupyddl"": ""2.3.0"", ""matplotlib"": ""3.11.1"", ""numpy"": ""2.5.2"", ""openplan-bench"": ""0.1.0"", ""pymapf"": ""0.8.0""}",2
ci-weekly,mapf,pymapf,random_obstacles/16x16/n4/d0.15,random_obstacles/d0.15,prioritized,,,,2,0,15.0,2048,solved,True,True,0.001351161000002321,42.0,,15,42,4,,,21.71,,,2026-08-20T22:21:18+00:00,0.1.0,d2a32a74ad18,3.12.14,Linux 6.17.0-1022-azure (x86_64),AMD EPYC 7763 64-Core Processor,4,runnervm76f27,"{""cuda-planning"": ""not-installed"", ""jupyddl"": ""2.3.0"", ""matplotlib"": ""3.11.1"", ""numpy"": ""2.5.2"", ""openplan-bench"": ""0.1.0"", ""pymapf"": ""0.8.0""}",2
ci-weekly,mapf,pymapf,random_obstacles/16x16/n4/d0.15,random_obstacles/d0.15,pibt,,,,0,0,15.0,2048,solved,True,True,0.002709114999987605,65.0,,21,65,21,,,21.71,,,2026-08-20T22:21:18+00:00,0.1.0,d2a32a74ad18,3.12.14,Linux 6.17.0-1022-azure (x86_64),AMD EPYC 7763 64-Core Processor,4,runnervm76f27,"{""cuda-planning"": ""not-installed"", ""jupyddl"": ""2.3.0"", ""matplotlib"": ""3.11.1"", ""numpy"": ""2.5.2"", ""openplan-bench"": ""0.1.0"", ""pymapf"": ""0.8.0""}",2
ci-weekly,mapf,pymapf,random_obstacles/16x16/n4/d0.15,random_obstacles/d0.15,pibt,,,,1,0,15.0,2048,solved,True,True,0.0022553789999903984,38.0,,12,38,12,,,21.71,,,2026-08-20T22:21:18+00:00,0.1.0,d2a32a74ad18,3.12.14,Linux 6.17.0-1022-azure (x86_64),AMD EPYC 7763 64-Core Processor,4,runnervm76f27,"{""cuda-planning"": ""not-installed"", ""jupyddl"": ""2.3.0"", ""matplotlib"": ""3.11.1"", ""numpy"": ""2.5.2"", ""openplan-bench"": ""0.1.0"", ""pymapf"": ""0.8.0""}",2
ci-weekly,mapf,pymapf,random_obstacles/16x16/n4/d0.15,random_obstacles/d0.15,pibt,,,,2,0,15.0,2048,solved,True,True,0.0024040159999856314,44.0,,16,44,16,,,21.71,,,2026-08-20T22:21:18+00:00,0.1.0,d2a32a74ad18,3.12.14,Linux 6.17.0-1022-azure (x86_64),AMD EPYC 7763 64-Core Processor,4,runnervm76f27,"{""cuda-planning"": ""not-installed"", ""jupyddl"": ""2.3.0"", ""matplotlib"": ""3.11.1"", ""numpy"": ""2.5.2"", ""openplan-bench"": ""0.1.0"", ""pymapf"": ""0.8.0""}",2
ci-weekly,mapf,pymapf,random_obstacles/16x16/n4/d0.15,random_obstacles/d0.15,lacam,,,,0,0,15.0,2048,solved,True,True,0.0032132460000013907,65.0,,21,65,21,,,21.71,,,2026-08-20T22:21:18+00:00,0.1.0,d2a32a74ad18,3.12.14,Linux 6.17.0-1022-azure (x86_64),AMD EPYC 7763 64-Core Processor,4,runnervm76f27,"{""cuda-planning"": ""not-installed"", ""jupyddl"": ""2.3.0"", ""matplotlib"": ""3.11.1"", ""numpy"": ""2.5.2"", ""openplan-bench"": ""0.1.0"", ""pymapf"": ""0.8.0""}",2
ci-weekly,mapf,pymapf,random_obstacles/16x16/n4/d0.15,random_obstacles/d0.15,lacam,,,,1,0,15.0,2048,solved,True,True,0.002606454000016356,38.0,,12,38,12,,,21.71,,,2026-08-20T22:21:18+00:00,0.1.0,d2a32a74ad18,3.12.14,Linux 6.17.0-1022-azure (x86_64),AMD EPYC 7763 64-Core Processor,4,runnervm76f27,"{""cuda-planning"": ""not-installed"", ""jupyddl"": ""2.3.0"", ""matplotlib"": ""3.11.1"", ""numpy"": ""2.5.2"", ""openplan-bench"": ""0.1.0"", ""pymapf"": ""0.8.0""}",2
ci-weekly,mapf,pymapf,random_obstacles/16x16/n4/d0.15,random_obstacles/d0.15,lacam,,,,2,0,15.0,2048,solved,True,True,0.002697803999978987,44.0,,16,44,16,,,21.71,,,2026-08-20T22:21:18+00:00,0.1.0,d2a32a74ad18,3.12.14,Linux 6.17.0-1022-azure (x86_64),AMD EPYC 7763 64-Core Processor,4,runnervm76f27,"{""cuda-planning"": ""not-installed"", ""jupyddl"": ""2.3.0"", ""matplotlib"": ""3.11.1"", ""numpy"": ""2.5.2"", ""openplan-bench"": ""0.1.0"", ""pymapf"": ""0.8.0""}",2
ci-weekly,mapf,pymapf,random_obstacles/16x16/n8/d0.15,random_obstacles/d0.15,cbs,,,,0,0,15.0,2048,solved,True,True,0.006917708999992556,98.0,,19,98,5,,,21.71,,,2026-08-20T22:21:18+00:00,0.1.0,d2a32a74ad18,3.12.14,Linux 6.17.0-1022-azure (x86_64),AMD EPYC 7763 64-Core Processor,4,runnervm76f27,"{""cuda-planning"": ""not-installed"", ""jupyddl"": ""2.3.0"", ""matplotlib"": ""3.11.1"", ""numpy"": ""2.5.2"", ""openplan-bench"": ""0.1.0"", ""pymapf"": ""0.8.0""}",2
ci-weekly,mapf,pymapf,random_obstacles/16x16/n8/d0.15,random_obstacles/d0.15,cbs,,,,1,0,15.0,2048,solved,True,True,0.002331059999988838,64.0,,14,64,2,,,21.71,,,2026-08-20T22:21:18+00:00,0.1.0,d2a32a74ad18,3.12.14,Linux 6.17.0-1022-azure (x86_64),AMD EPYC 7763 64-Core Processor,4,runnervm76f27,"{""cuda-planning"": ""not-installed"", ""jupyddl"": ""2.3.0"", ""matplotlib"": ""3.11.1"", ""numpy"": ""2.5.2"", ""openplan-bench"": ""0.1.0"", ""pymapf"": ""0.8.0""}",2
ci-weekly,mapf,pymapf,random_obstacles/16x16/n8/d0.15,random_obstacles/d0.15,cbs,,,,2,0,15.0,2048,solved,True,True,0.0012487299999861534,62.0,,11,62,1,,,21.71,,,2026-08-20T22:21:18+00:00,0.1.0,d2a32a74ad18,3.12.14,Linux 6.17.0-1022-azure (x86_64),AMD EPYC 7763 64-Core Processor,4,runnervm76f27,"{""cuda-planning"": ""not-installed"", ""jupyddl"": ""2.3.0"", ""matplotlib"": ""3.11.1"", ""numpy"": ""2.5.2"", ""openplan-bench"": ""0.1.0"", ""pymapf"": ""0.8.0""}",2
